425746 15794
19599 19625 0.125000
19600 19625 0.125000
19256 19625 0.125000
16088 19625 0.125000
19252 19769 0.333333
19253 19769 0.333333
19254 19769 0.333333
19769 19770 0.250000
19252 19770 0.250000
19253 19770 0.250000
19254 19770 0.250000
19252 19771 0.200000
19253 19771 0.200000
19254 19771 0.200000
19769 19771 0.200000
19770 19771 0.200000
7004 19910 1.000000
7004 19911 0.500000
19910 19911 0.500000
7004 19912 0.333333
19910 19912 0.333333
19911 19912 0.333333
19912 19913 0.250000
7004 19913 0.250000
19910 19913 0.250000
19911 19913 0.250000
19910 20042 0.200000
19911 20042 0.200000
19912 20042 0.200000
19913 20042 0.200000
7004 20042 0.200000
19910 20043 0.166667
19911 20043 0.166667
19912 20043 0.166667
19913 20043 0.166667
20042 20043 0.166667
7004 20043 0.166667
19910 20044 0.142857
19911 20044 0.142857
19912 20044 0.142857
19913 20044 0.142857
20042 20044 0.142857
20043 20044 0.142857
7004 20044 0.142857
19621 20490 0.200000
19622 20490 0.200000
19601 20490 0.200000
19602 20490 0.200000
19608 20490 0.200000
5792 20670 0.200000
16833 20670 0.200000
18528 20670 0.200000
16373 20670 0.200000
15574 20670 0.200000
18668 20863 0.166667
18669 20863 0.166667
18767 20863 0.166667
18672 20863 0.166667
18673 20863 0.166667
18768 20863 0.166667
18668 20864 0.125000
18669 20864 0.125000
20044 20864 0.125000
18767 20864 0.125000
18672 20864 0.125000
18673 20864 0.125000
18768 20864 0.125000
20863 20864 0.125000
20666 21042 1.000000
13955 21531 1.000000
21531 21532 0.500000
18767 21532 0.500000
16298 21993 1.000000
4072 22040 1.000000
5069 22766 1.000000
5069 23297 0.500000
22766 23297 0.500000
8772 23445 0.200000
17098 23445 0.200000
8109 23445 0.200000
16507 23445 0.200000
7869 23445 0.200000
8772 23446 0.166667
17098 23446 0.166667
8109 23446 0.166667
23445 23446 0.166667
16507 23446 0.166667
7869 23446 0.166667
8772 23447 0.142857
17098 23447 0.142857
8109 23447 0.142857
23445 23447 0.142857
23446 23447 0.142857
16507 23447 0.142857
7869 23447 0.142857
23466 23467 1.000000
8772 24037 0.125000
17098 24037 0.125000
8109 24037 0.125000
23445 24037 0.125000
23446 24037 0.125000
23447 24037 0.125000
16507 24037 0.125000
7869 24037 0.125000
23481 24221 0.500000
24150 24221 0.500000
23466 24403 0.500000
23467 24403 0.500000
1558 24529 1.000000
2060 24828 1.000000
13483 24831 0.500000
18767 24831 0.500000
12110 25573 1.000000
8772 25631 0.111111
24037 25631 0.111111
17098 25631 0.111111
8109 25631 0.111111
23445 25631 0.111111
23446 25631 0.111111
23447 25631 0.111111
16507 25631 0.111111
7869 25631 0.111111
15290 26304 1.000000
26304 26305 0.500000
15290 26305 0.500000
24403 26381 0.500000
26380 26381 0.500000
14169 26468 0.333333
5518 26468 0.333333
14319 26468 0.333333
4342 26500 0.500000
8702 26500 0.500000
1451 26612 0.333333
7932 26612 0.333333
7742 26612 0.333333
7952 26617 0.500000
15763 26617 0.500000
8033 26818 0.333333
5291 26818 0.333333
18837 26818 0.333333
24403 26851 0.333333
26380 26851 0.333333
26381 26851 0.333333
26851 26852 0.333333
26380 26852 0.333333
26381 26852 0.333333
26851 26853 0.333333
26852 26853 0.333333
26381 26853 0.333333
21532 27183 1.000000
26380 27383 0.333333
26381 27383 0.333333
26852 27383 0.333333
26851 27542 0.200000
26852 27542 0.200000
26380 27542 0.200000
26381 27542 0.200000
27383 27542 0.200000
23466 27585 1.000000
27585 27586 1.000000
26304 28170 0.333333
26305 28170 0.333333
15290 28170 0.333333
26304 28171 0.250000
26305 28171 0.250000
15290 28171 0.250000
28170 28171 0.250000
26304 28182 0.200000
26305 28182 0.200000
28170 28182 0.200000
28171 28182 0.200000
15290 28182 0.200000
8033 28288 0.500000
5291 28288 0.500000
26617 28370 1.000000
27585 28476 0.500000
23466 28476 0.500000
14169 28553 0.250000
26468 28553 0.250000
5518 28553 0.250000
14319 28553 0.250000
25651 28612 1.000000
26851 28713 0.166667
26852 28713 0.166667
26380 28713 0.166667
26381 28713 0.166667
27542 28713 0.166667
27383 28713 0.166667
21993 28754 0.500000
16298 28754 0.500000
26853 28764 0.250000
26851 28764 0.250000
26852 28764 0.250000
26381 28764 0.250000
17490 28901 1.000000
26456 29488 1.000000
26468 29495 0.200000
28553 29495 0.200000
5518 29495 0.200000
14319 29495 0.200000
14169 29495 0.200000
27911 29562 1.000000
27585 29596 0.500000
27586 29596 0.500000
20658 29752 1.000000
25689 29824 1.000000
29752 30556 1.000000
24733 30964 1.000000
20864 31137 0.500000
18669 31137 0.500000
27585 31214 0.500000
28476 31214 0.500000
27585 31236 1.000000
7952 31323 0.250000
26617 31323 0.250000
25651 31323 0.250000
28612 31323 0.250000
7952 31519 0.333333
26617 31519 0.333333
5659 31519 0.333333
20345 31580 1.000000
23297 31585 0.333333
5069 31585 0.333333
22766 31585 0.333333
23297 31586 0.250000
31585 31586 0.250000
5069 31586 0.250000
22766 31586 0.250000
23297 31587 0.200000
31586 31587 0.200000
31585 31587 0.200000
5069 31587 0.200000
22766 31587 0.200000
29914 31865 1.000000
27585 32404 0.500000
31236 32404 0.500000
27585 32798 0.333333
31236 32798 0.333333
32404 32798 0.333333
27585 33155 0.250000
31236 33155 0.250000
32404 33155 0.250000
32798 33155 0.250000
21067 33249 1.000000
25573 33403 0.500000
12110 33403 0.500000
20864 33510 0.333333
31137 33510 0.333333
18669 33510 0.333333
30811 33639 1.000000
27585 33896 0.200000
33155 33896 0.200000
31236 33896 0.200000
32404 33896 0.200000
32798 33896 0.200000
15416 34261 0.500000
30028 34261 0.500000
22858 34323 1.000000
33403 34916 0.333333
25573 34916 0.333333
12110 34916 0.333333
24221 34933 0.500000
24150 34933 0.500000
6939 35028 1.000000
18167 35055 1.000000
12496 35118 1.000000
12496 35120 0.500000
35118 35120 0.500000
12496 35121 0.333333
35120 35121 0.333333
35118 35121 0.333333
21993 35202 0.333333
16298 35202 0.333333
28754 35202 0.333333
34904 35554 1.000000
35945 35946 1.000000
35945 35947 0.500000
35946 35947 0.500000
35945 35948 0.333333
35946 35948 0.333333
35947 35948 0.333333
22551 36004 1.000000
21844 36540 1.000000
13483 36542 0.500000
24831 36542 0.500000
36004 37070 0.500000
22551 37070 0.500000
36004 37108 0.333333
37070 37108 0.333333
22551 37108 0.333333
20043 37289 1.000000
11174 37569 1.000000
37108 37816 0.250000
36004 37816 0.250000
37070 37816 0.250000
22551 37816 0.250000
35945 37836 0.250000
35946 37836 0.250000
35947 37836 0.250000
35948 37836 0.250000
36004 37983 0.200000
37070 37983 0.200000
37108 37983 0.200000
22551 37983 0.200000
37816 37983 0.200000
35945 38225 0.200000
35946 38225 0.200000
35947 38225 0.200000
35948 38225 0.200000
37836 38225 0.200000
13723 38245 0.500000
30028 38245 0.500000
11331 38460 0.500000
11751 38460 0.500000
14392 38651 0.500000
18996 38651 0.500000
14392 38652 0.333333
38651 38652 0.333333
18996 38652 0.333333
14392 38653 0.250000
38652 38653 0.250000
38651 38653 0.250000
18996 38653 0.250000
28976 38698 1.000000
33912 39258 1.000000
28976 39554 0.500000
38698 39554 0.500000
28976 39555 0.333333
38698 39555 0.333333
39554 39555 0.333333
15835 39651 1.000000
28288 40165 0.333333
8033 40165 0.333333
5291 40165 0.333333
31043 40283 1.000000
40283 40284 0.500000
31043 40284 0.500000
18996 40405 0.200000
14392 40405 0.200000
38651 40405 0.200000
38652 40405 0.200000
38653 40405 0.200000
28288 40891 0.250000
8033 40891 0.250000
5291 40891 0.250000
40165 40891 0.250000
41034 41035 1.000000
41034 41036 0.500000
41035 41036 0.500000
41034 41037 0.333333
41035 41037 0.333333
41036 41037 0.333333
41034 41038 0.250000
41035 41038 0.250000
41036 41038 0.250000
41037 41038 0.250000
31323 41183 1.000000
36541 41432 1.000000
40283 41620 0.333333
31043 41620 0.333333
40284 41620 0.333333
41620 41621 0.250000
40283 41621 0.250000
31043 41621 0.250000
40284 41621 0.250000
14106 41973 1.000000
41034 42083 0.200000
41035 42083 0.200000
41036 42083 0.200000
41037 42083 0.200000
41038 42083 0.200000
42083 42084 0.166667
41034 42084 0.166667
41035 42084 0.166667
41036 42084 0.166667
41037 42084 0.166667
41038 42084 0.166667
40201 42400 0.500000
11331 42400 0.500000
647 42777 1.000000
21844 42834 1.000000
5792 42964 0.250000
18076 42964 0.250000
16373 42964 0.250000
15574 42964 0.250000
18996 43154 0.166667
40405 43154 0.166667
14392 43154 0.166667
38651 43154 0.166667
38652 43154 0.166667
38653 43154 0.166667
8763 43181 1.000000
42083 43590 0.142857
42084 43590 0.142857
41034 43590 0.142857
41035 43590 0.142857
41036 43590 0.142857
41037 43590 0.142857
41038 43590 0.142857
31043 43799 0.200000
41620 43799 0.200000
41621 43799 0.200000
40283 43799 0.200000
40284 43799 0.200000
42124 44004 1.000000
15835 44075 0.500000
39651 44075 0.500000
26424 44250 1.000000
21993 44428 0.250000
16298 44428 0.250000
28754 44428 0.250000
35202 44428 0.250000
35202 44429 0.200000
21993 44429 0.200000
16298 44429 0.200000
44428 44429 0.200000
28754 44429 0.200000
42777 44436 0.500000
31997 44436 0.500000
30964 44644 0.333333
24733 44644 0.333333
38700 44644 0.333333
2060 44687 1.000000
44925 44926 1.000000
44925 44927 0.500000
44926 44927 0.500000
44925 44928 0.333333
44926 44928 0.333333
44927 44928 0.333333
44928 44929 0.250000
44925 44929 0.250000
44926 44929 0.250000
44927 44929 0.250000
44928 44930 0.200000
44929 44930 0.200000
44925 44930 0.200000
44926 44930 0.200000
44927 44930 0.200000
45072 45073 1.000000
45072 45074 0.500000
45073 45074 0.500000
45072 45075 0.333333
45073 45075 0.333333
45074 45075 0.333333
45072 45076 0.250000
45073 45076 0.250000
45074 45076 0.250000
45075 45076 0.250000
45072 45077 0.200000
45073 45077 0.200000
45074 45077 0.200000
45075 45077 0.200000
45076 45077 0.200000
13723 45574 0.500000
38245 45574 0.500000
21531 45849 0.500000
13955 45849 0.500000
29807 45914 1.000000
45072 46232 0.166667
45073 46232 0.166667
45074 46232 0.166667
45075 46232 0.166667
45076 46232 0.166667
45077 46232 0.166667
42777 47508 0.333333
44436 47508 0.333333
31997 47508 0.333333
21531 47656 0.333333
45849 47656 0.333333
13955 47656 0.333333
21531 47657 0.250000
45849 47657 0.250000
47656 47657 0.250000
13955 47657 0.250000
13955 47658 0.200000
47656 47658 0.200000
47657 47658 0.200000
45849 47658 0.200000
21531 47658 0.200000
12496 47735 0.250000
35121 47735 0.250000
35120 47735 0.250000
35118 47735 0.250000
45683 48006 1.000000
34904 48622 1.000000
6939 48781 0.500000
35028 48781 0.500000
24529 48841 0.500000
1558 48841 0.500000
44928 48885 0.166667
44929 48885 0.166667
44930 48885 0.166667
44925 48885 0.166667
44926 48885 0.166667
44927 48885 0.166667
45072 49809 0.142857
45073 49809 0.142857
45074 49809 0.142857
45075 49809 0.142857
45076 49809 0.142857
45077 49809 0.142857
46232 49809 0.142857
48760 49848 1.000000
45683 50165 0.500000
48006 50165 0.500000
34904 50226 0.500000
48622 50226 0.500000
8763 50509 0.500000
43181 50509 0.500000
8763 50510 0.333333
50509 50510 0.333333
43181 50510 0.333333
8763 50511 0.250000
50509 50511 0.250000
43181 50511 0.250000
50510 50511 0.250000
23481 50554 0.500000
24221 50554 0.500000
11112 50948 0.500000
14984 50948 0.500000
26574 50987 1.000000
44771 51084 1.000000
33403 51136 0.250000
34916 51136 0.250000
25573 51136 0.250000
12110 51136 0.250000
28288 51482 0.200000
8033 51482 0.200000
40165 51482 0.200000
5291 51482 0.200000
40891 51482 0.200000
52067 52069 1.000000
4750 52361 1.000000
26294 52487 1.000000
7952 52732 0.250000
23481 52732 0.250000
50554 52732 0.250000
17591 52732 0.250000
31323 52804 0.333333
25651 52804 0.333333
28612 52804 0.333333
31323 52805 0.250000
25651 52805 0.250000
28612 52805 0.250000
52804 52805 0.250000
28612 52806 0.200000
52805 52806 0.200000
52804 52806 0.200000
25651 52806 0.200000
31323 52806 0.200000
53195 53196 1.000000
30811 53266 0.500000
33639 53266 0.500000
54006 54007 1.000000
35118 54225 0.200000
12496 54225 0.200000
35121 54225 0.200000
35120 54225 0.200000
47735 54225 0.200000
35118 54226 0.166667
12496 54226 0.166667
35121 54226 0.166667
35120 54226 0.166667
54225 54226 0.166667
47735 54226 0.166667
27370 54232 1.000000
7854 54311 1.000000
7854 54312 0.500000
54311 54312 0.500000
1339 54492 1.000000
1339 54493 0.500000
54492 54493 0.500000
1339 54494 0.333333
54492 54494 0.333333
54493 54494 0.333333
35202 54518 0.166667
21993 54518 0.166667
16298 54518 0.166667
44428 54518 0.166667
44429 54518 0.166667
28754 54518 0.166667
42400 54881 0.500000
40201 54881 0.500000
41192 54929 1.000000
54232 54950 0.500000
27370 54950 0.500000
15373 54995 1.000000
22803 55104 1.000000
54232 55181 0.500000
27370 55181 0.500000
24529 55226 0.333333
48841 55226 0.333333
1558 55226 0.333333
38842 55439 1.000000
54312 55497 0.333333
7854 55497 0.333333
54311 55497 0.333333
54312 55498 0.250000
55497 55498 0.250000
7854 55498 0.250000
54311 55498 0.250000
54311 55499 0.200000
54312 55499 0.200000
55497 55499 0.200000
55498 55499 0.200000
7854 55499 0.200000
54311 55500 0.166667
54312 55500 0.166667
55497 55500 0.166667
55498 55500 0.166667
55499 55500 0.166667
7854 55500 0.166667
54311 55501 0.142857
54312 55501 0.142857
55497 55501 0.142857
55498 55501 0.142857
55499 55501 0.142857
55500 55501 0.142857
7854 55501 0.142857
1339 55722 0.250000
54492 55722 0.250000
54493 55722 0.250000
54494 55722 0.250000
51203 55767 1.000000
8172 55846 1.000000
50509 56349 0.200000
43181 56349 0.200000
50510 56349 0.200000
50511 56349 0.200000
8763 56349 0.200000
4342 56384 0.500000
8702 56384 0.500000
29752 57060 0.333333
20658 57060 0.333333
30556 57060 0.333333
54232 57173 0.333333
27370 57173 0.333333
54950 57173 0.333333
55722 57259 0.200000
1339 57259 0.200000
54492 57259 0.200000
54493 57259 0.200000
54494 57259 0.200000
44771 57375 0.500000
51084 57375 0.500000
28288 57458 0.166667
8033 57458 0.166667
40165 57458 0.166667
5291 57458 0.166667
51482 57458 0.166667
40891 57458 0.166667
54232 57690 1.000000
17697 57755 0.500000
3955 57755 0.500000
17697 57756 0.333333
3955 57756 0.333333
57755 57756 0.333333
38460 57920 0.500000
11751 57920 0.500000
57920 57921 0.333333
38460 57921 0.333333
11751 57921 0.333333
57920 57922 0.250000
57921 57922 0.250000
38460 57922 0.250000
11751 57922 0.250000
57920 57923 0.200000
57921 57923 0.200000
57922 57923 0.200000
11751 57923 0.200000
38460 57923 0.200000
5752 57977 1.000000
5752 58573 0.500000
57977 58573 0.500000
5752 58574 0.333333
57977 58574 0.333333
58573 58574 0.333333
44771 58611 0.333333
51084 58611 0.333333
57375 58611 0.333333
42648 58948 0.500000
49336 58948 0.500000
46687 59312 1.000000
59312 59313 0.500000
46687 59313 0.500000
59312 59314 0.333333
59313 59314 0.333333
46687 59314 0.333333
59312 59315 0.250000
59313 59315 0.250000
59314 59315 0.250000
46687 59315 0.250000
20050 59575 1.000000
27699 59715 0.333333
21532 59715 0.333333
27183 59715 0.333333
59312 59734 0.200000
59313 59734 0.200000
59314 59734 0.200000
59315 59734 0.200000
46687 59734 0.200000
20345 59741 0.500000
31580 59741 0.500000
20345 59742 0.333333
31580 59742 0.333333
59741 59742 0.333333
20345 59743 0.250000
31580 59743 0.250000
59741 59743 0.250000
59742 59743 0.250000
20345 59744 0.200000
31580 59744 0.200000
59741 59744 0.200000
59742 59744 0.200000
59743 59744 0.200000
59744 59745 0.166667
20345 59745 0.166667
31580 59745 0.166667
59741 59745 0.166667
59742 59745 0.166667
59743 59745 0.166667
59744 59746 0.142857
59745 59746 0.142857
20345 59746 0.142857
31580 59746 0.142857
59741 59746 0.142857
59742 59746 0.142857
59743 59746 0.142857
59744 59747 0.125000
59745 59747 0.125000
59746 59747 0.125000
20345 59747 0.125000
31580 59747 0.125000
59741 59747 0.125000
59742 59747 0.125000
59743 59747 0.125000
17697 59803 0.250000
3955 59803 0.250000
57755 59803 0.250000
57756 59803 0.250000
17697 59804 0.200000
3955 59804 0.200000
59803 59804 0.200000
57755 59804 0.200000
57756 59804 0.200000
17697 59805 0.166667
3955 59805 0.166667
59803 59805 0.166667
59804 59805 0.166667
57755 59805 0.166667
57756 59805 0.166667
17697 59806 0.142857
3955 59806 0.142857
59803 59806 0.142857
59804 59806 0.142857
57755 59806 0.142857
57756 59806 0.142857
59805 59806 0.142857
17697 59807 0.125000
3955 59807 0.125000
59803 59807 0.125000
59804 59807 0.125000
57755 59807 0.125000
57756 59807 0.125000
59805 59807 0.125000
59806 59807 0.125000
17697 59808 0.111111
3955 59808 0.111111
59803 59808 0.111111
59804 59808 0.111111
57755 59808 0.111111
57756 59808 0.111111
59805 59808 0.111111
59806 59808 0.111111
59807 59808 0.111111
59808 59809 0.100000
17697 59809 0.100000
3955 59809 0.100000
59803 59809 0.100000
59804 59809 0.100000
57755 59809 0.100000
57756 59809 0.100000
59805 59809 0.100000
59806 59809 0.100000
59807 59809 0.100000
3955 59810 1.000000
22184 59813 0.500000
27944 59813 0.500000
59810 59865 0.500000
3955 59865 0.500000
59865 59866 0.333333
59810 59866 0.333333
3955 59866 0.333333
16578 59945 1.000000
40959 60093 0.500000
17247 60093 0.500000
60573 60574 1.000000
60573 60575 0.500000
60574 60575 0.500000
20666 60584 1.000000
60584 60585 0.500000
20666 60585 0.500000
60584 60586 0.333333
60585 60586 0.333333
20666 60586 0.333333
60584 60587 0.250000
60585 60587 0.250000
20666 60587 0.250000
60586 60587 0.250000
40194 60957 1.000000
35055 61216 0.500000
18167 61216 0.500000
60573 61291 0.333333
60574 61291 0.333333
60575 61291 0.333333
7932 61413 0.500000
24831 61413 0.500000
7311 62550 1.000000
5752 62654 0.333333
46842 62654 0.333333
58574 62654 0.333333
46842 62655 0.500000
62654 62655 0.500000
46842 62656 0.333333
62654 62656 0.333333
62655 62656 0.333333
34165 62743 1.000000
46720 62896 1.000000
59715 62974 0.333333
27699 62974 0.333333
27183 62974 0.333333
59715 62975 0.333333
62974 62975 0.333333
27183 62975 0.333333
59715 62976 0.250000
62975 62976 0.250000
62974 62976 0.250000
27183 62976 0.250000
50607 63053 1.000000
35202 63073 0.142857
21993 63073 0.142857
16298 63073 0.142857
44428 63073 0.142857
44429 63073 0.142857
28754 63073 0.142857
54518 63073 0.142857
21042 63430 1.000000
55104 63435 0.500000
22803 63435 0.500000
18766 63700 1.000000
38766 63809 1.000000
13723 63871 1.000000
60584 64146 0.200000
60585 64146 0.200000
60586 64146 0.200000
60587 64146 0.200000
20666 64146 0.200000
40384 64515 1.000000
53946 64784 0.500000
60804 64784 0.500000
61291 65063 0.250000
60573 65063 0.250000
60574 65063 0.250000
60575 65063 0.250000
38592 65224 1.000000
45914 65431 0.500000
29807 65431 0.500000
50607 65471 1.000000
65063 65647 0.200000
61291 65647 0.200000
60573 65647 0.200000
60574 65647 0.200000
60575 65647 0.200000
65063 65648 0.166667
61291 65648 0.166667
65647 65648 0.166667
60573 65648 0.166667
60574 65648 0.166667
60575 65648 0.166667
47149 65660 0.500000
19119 65660 0.500000
63142 65710 1.000000
30028 65720 0.200000
63053 65720 0.200000
50607 65720 0.200000
54232 65720 0.200000
65471 65720 0.200000
41192 65797 1.000000
11112 66154 0.333333
50948 66154 0.333333
14984 66154 0.333333
11112 66155 0.250000
66154 66155 0.250000
50948 66155 0.250000
14984 66155 0.250000
50948 66157 0.200000
11112 66157 0.200000
14984 66157 0.200000
66154 66157 0.200000
66155 66157 0.200000
50948 66159 0.166667
11112 66159 0.166667
14984 66159 0.166667
66154 66159 0.166667
66155 66159 0.166667
66157 66159 0.166667
7952 66238 0.500000
26617 66238 0.500000
18480 66244 1.000000
66287 66288 1.000000
66288 66289 0.500000
66287 66289 0.500000
66288 66290 0.333333
66289 66290 0.333333
66287 66290 0.333333
66288 66291 0.250000
66289 66291 0.250000
66290 66291 0.250000
66287 66291 0.250000
10796 66379 1.000000
21042 66426 0.333333
51482 66426 0.333333
63430 66426 0.333333
7952 66561 0.333333
26617 66561 0.333333
66238 66561 0.333333
44771 66592 0.250000
51084 66592 0.250000
58611 66592 0.250000
57375 66592 0.250000
45914 66792 1.000000
66792 66793 0.500000
45914 66793 0.500000
53266 67165 0.333333
30811 67165 0.333333
33639 67165 0.333333
10828 67282 1.000000
58819 67437 1.000000
65063 67452 0.142857
61291 67452 0.142857
65647 67452 0.142857
65648 67452 0.142857
60573 67452 0.142857
60574 67452 0.142857
60575 67452 0.142857
67768 67769 1.000000
67768 67770 0.500000
67769 67770 0.500000
67768 67771 0.333333
67769 67771 0.333333
67770 67771 0.333333
67768 67772 0.250000
67769 67772 0.250000
67770 67772 0.250000
67771 67772 0.250000
31143 68221 1.000000
45914 68238 1.000000
45914 68239 0.500000
68238 68239 0.500000
11951 68529 0.500000
6303 68529 0.500000
57160 68671 1.000000
59909 68672 1.000000
67768 68681 0.200000
67769 68681 0.200000
67770 68681 0.200000
67771 68681 0.200000
67772 68681 0.200000
68681 68682 1.000000
13483 68694 0.333333
36542 68694 0.333333
24831 68694 0.333333
6779 68735 1.000000
10893 68999 1.000000
35554 69145 1.000000
56596 69363 1.000000
61247 69419 1.000000
69420 69421 1.000000
69420 69422 0.500000
69421 69422 0.500000
69420 69423 0.333333
69421 69423 0.333333
69422 69423 0.333333
69420 69424 0.250000
69421 69424 0.250000
69422 69424 0.250000
69423 69424 0.250000
69420 69425 0.200000
69421 69425 0.200000
69422 69425 0.200000
69423 69425 0.200000
69424 69425 0.200000
69420 69426 0.166667
69421 69426 0.166667
69422 69426 0.166667
69423 69426 0.166667
69424 69426 0.166667
69425 69426 0.166667
38532 69476 0.500000
59813 69476 0.500000
63949 69497 1.000000
67282 69706 0.500000
10828 69706 0.500000
67282 69707 0.333333
10828 69707 0.333333
69706 69707 0.333333
67282 69708 0.250000
69707 69708 0.250000
10828 69708 0.250000
69706 69708 0.250000
69145 70065 0.500000
35554 70065 0.500000
58373 70308 1.000000
2060 70766 0.500000
44687 70766 0.500000
34904 71212 0.333333
50226 71212 0.333333
48622 71212 0.333333
16578 71588 1.000000
37569 71992 0.500000
11174 71992 0.500000
40384 72095 0.500000
64515 72095 0.500000
16694 72108 1.000000
34904 72315 0.250000
50226 72315 0.250000
71212 72315 0.250000
48622 72315 0.250000
71212 72364 0.200000
48622 72364 0.200000
50226 72364 0.200000
34904 72364 0.200000
72315 72364 0.200000
57173 72377 0.500000
54950 72377 0.500000
40384 72712 0.333333
64515 72712 0.333333
72095 72712 0.333333
10893 72714 1.000000
18203 72781 0.333333
6580 72781 0.333333
69989 72781 0.333333
5792 73018 0.142857
16833 73018 0.142857
18528 73018 0.142857
16373 73018 0.142857
15574 73018 0.142857
20670 73018 0.142857
60575 73018 0.142857
59190 73286 1.000000
69706 73491 0.200000
69707 73491 0.200000
10828 73491 0.200000
69708 73491 0.200000
67282 73491 0.200000
62049 73657 1.000000
73879 73880 1.000000
12277 73902 1.000000
24828 74105 1.000000
7663 74221 1.000000
32987 74580 1.000000
20387 74754 1.000000
24828 74804 1.000000
66287 74973 0.200000
66288 74973 0.200000
66289 74973 0.200000
